"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23"
"1",0.241585768203864,0.00464163971961983,3.50563844224154e-68,0.0013653164986804,0.958096947360784,0.0140950216378849,1.65578038038017e-22,9.60110528052542e-08,0.556325108635732,0.89127465682664,0.018419775536691,1.22411820729474e-30,0.703680666212693,0.742939703269609,2.38819622703808e-51,0.331294515229403,8.88564347036628e-16,0.56503824882467,0.306514238810601,0.00935041090156505,5.09810987699098e-22,0.00083490045553154,3.8136342015654e-40
"2",0.756901959725587,0.885536994611412,1.12912402517197e-47,0.71788957951145,0.0419030505829828,0.868667671709152,8.53388557662261e-10,0.0115537850826482,0.42117722142189,0.106336599316336,0.869556185433155,9.5670543304785e-22,0.272715994073654,0.256011285076728,7.21307882673865e-37,0.529968904544306,0.000408412250625968,0.402459743837691,0.63435460141172,0.783083878004513,4.50455696237397e-12,0.623030005808736,1.02849483855873e-25
"3",0.00151225941005136,0.10684113138586,5.09539271129622e-36,0.269605965908996,2.05623297561288e-09,0.114108746222487,0.000206739834569214,0.382940571270853,0.0223938800706414,0.00238871461648268,0.109093356841817,1.16937094620854e-16,0.0236027329727837,0.00104901153570724,1.78628424603152e-28,0.138312118817231,0.387069110429111,0.0324457041238527,0.0589971181975006,0.199481341450394,3.204710914961e-07,0.336367319702057,5.55551103468796e-18
"4",1.26604899579833e-08,0.00297990992697717,5.45768137050397e-28,0.0111143527851798,2.07968744522122e-18,0.00312835731448476,0.0573134799010441,0.501983720220775,0.000103741879375499,2.92405121227318e-08,0.00293041621049959,3.95352775647102e-13,6.06740692417277e-07,1.17955820602529e-10,1.42552310453331e-22,0.000424423286871463,0.519832830933125,5.62979689857712e-05,0.000134038104226902,0.00808365667293064,0.000192494760988418,0.0396724565676861,5.45945821338055e-13
"5",7.95431782120576e-15,3.24355372886027e-07,6.038624791462e-22,2.47829865124156e-05,1.29461624666004e-27,2.03115600182993e-07,0.460320148790331,0.0972804954789123,4.79849073366345e-08,2.95427369624672e-14,2.65976952387321e-07,1.87006323984826e-10,1.76697257169027e-13,1.36580077010449e-18,4.9049424468291e-18,3.81215266996667e-08,0.0915394601586185,5.24467233698458e-09,3.47594057932205e-09,7.12968813121601e-07,0.00868213720458737,9.53091634260987e-05,1.6996425900139e-09
"6",1.16095312891198e-21,7.57517563234534e-13,3.70593367803458e-17,2.3091492306734e-09,6.57879640638744e-37,3.90482957522121e-13,0.401875156306741,0.00608287942862557,7.45338361788408e-12,1.01817452684471e-20,8.85310646163089e-13,2.54493105465502e-08,7.19344685458919e-21,4.90544614475597e-27,2.31012747313698e-14,6.61200318817329e-13,0.00114985999078634,1.28210841438748e-13,1.09783597918488e-14,1.78371170294301e-12,0.0777248584329747,8.30246286144159e-09,5.98401452334378e-07
"7",6.65773036580789e-29,1.9402229031386e-19,3.09199834271043e-13,3.21592098550746e-14,2.98832046367714e-46,1.00291077626263e-19,0.0751636411199186,0.000156641035051904,6.22685462807196e-16,1.9269773806632e-27,4.44318483344955e-19,1.46327029745482e-06,9.76718676446026e-29,6.42007197084337e-36,2.75758948035513e-11,4.52614035163099e-18,3.26231486566104e-07,1.47334364307737e-18,1.0566762982159e-20,5.79227071946376e-19,0.232343905082198,1.00934282642309e-13,4.68823659195203e-05
"8",1.99560552401925e-36,1.20028270133382e-26,5.98850007176307e-10,1.306507904134e-19,1.26396152173093e-55,7.07273086843192e-27,0.00498383808218927,1.80077890042534e-06,3.49107877251181e-20,2.48803535697746e-34,6.61394725266089e-26,4.47210033875629e-05,6.58256308515704e-37,4.37684661313879e-45,1.20487962813571e-08,1.70668899806049e-23,6.24617789548899e-12,1.04350153200557e-23,4.75085966057357e-27,5.06625026387377e-26,0.314848305420791,3.42518491429283e-19,0.00122127933751836
"9",3.71329927424871e-44,2.76392636694594e-34,3.80122182923609e-07,2.24618069090271e-25,5.08857624125099e-65,2.03042488439065e-34,0.000135447496155251,1.06557974493952e-08,1.48237433466293e-24,2.46394682367255e-41,4.22764272820583e-33,0.000842758751986899,2.72931306780922e-45,1.93338804071507e-54,2.44229995950706e-06,4.25067094515896e-29,1.76057960367054e-17,5.27823777792374e-29,1.25854711516245e-33,1.77954136193062e-33,0.230574043375283,4.7700486090803e-25,0.0136866103151745
"10",4.79577970706798e-52,3.07719462238838e-42,0.00010005529442288,2.04932219542407e-31,1.97572791517829e-74,3.0101433990963e-42,1.53954362882374e-06,3.72978421983208e-11,5.12936434495177e-29,2.00810679720854e-48,1.45125481669749e-40,0.0108402912459177,7.92134103608599e-54,6.28382604219982e-64,0.000269997373748726,7.80284286068318e-35,1.19941032824008e-23,2.08416105155576e-34,2.25977183134577e-40,3.19570628104428e-41,0.101065668674067,3.44655104155598e-31,0.078662207723522
