"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23"
"1",0,0.0395663008351683,0,0.131795695564571,0.191517414706861,0.488180298739354,0.0724976223787654,0,1.07993347354577,0.106397382326156,0.251547879142171,0,0,2.08126513250297,0.207564598042115,0,0.133936766116526,1.80142862069418,1.19690793159571,1.09492632350932,0,1.45200122383613,0
"2",0,0,0,0,0,0.120760593445586,0,0,0.559544085869202,0,0,0,0,1.04764128734878,0,0,0,0.922408800900598,0.349303807465122,0,0,0.701108172050753,0
"3",0,0,0,0,0,0,0,0,0.270084871990472,0,0,0,0,0.451499992786032,0,0,0,0.426129636181272,0,0,0,0.247611421755048,0
"4",0,0,0,0,0,0,0,0,0.133239758205016,0,0,0,0,0.193596089657916,0,0,0,0.198714892143023,0,0,0,0.0755195501086959,0
"5",0,0,0,0,0,0,0,0,0.0558523473248431,0,0,0,0,0.046706532308667,0,0,0,0.0714269347653545,0,0,0,0,0
"6",0,0,0,0,0,0,0,0,0.00998520043043137,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
